result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,dp_l2_norm_clip,dp_noise_multiplier,epochs,generate_time,learning_rate,num_of_runs,predict_batch_size,rnn_units,timestamp,validator
,9000,count_q1,56.1027,9000,1,1621546055.609838,gretel,4,0.1,0.3,100,546.4796254634857,0.001,0,1,32,2021-05-14T20:12:47,gretel
,9000,count_q2,56.1027,9000,1,1621546055.609838,gretel,4,0.1,0.3,100,546.4796254634857,0.001,0,1,32,2021-05-14T20:12:47,gretel
,9000,count_q3,56.1027,9000,1,1621546055.609838,gretel,4,0.1,0.3,100,546.4796254634857,0.001,0,1,32,2021-05-14T20:12:47,gretel
,9000,count_ppincimp,56.1027,9000,1,1621546055.609838,gretel,4,0.1,0.3,100,546.4796254634857,0.001,0,1,32,2021-05-14T20:12:47,gretel
,9000,count_insured,56.1027,9000,1,1621546055.609838,gretel,4,0.1,0.3,100,546.4796254634857,0.001,0,1,32,2021-05-14T20:12:47,gretel
,9000,count_ppeducat,56.1027,9000,1,1621546055.609838,gretel,4,0.1,0.3,100,546.4796254634857,0.001,0,1,32,2021-05-14T20:12:47,gretel
,2.369050279329609,avg_q1,56.1027,9000,1,1621546055.609838,gretel,4,0.1,0.3,100,546.4796254634857,0.001,0,1,32,2021-05-14T20:12:47,gretel
,2.229764430054706,avg_q2,56.1027,9000,1,1621546055.609838,gretel,4,0.1,0.3,100,546.4796254634857,0.001,0,1,32,2021-05-14T20:12:47,gretel
,2.06125678119349,avg_q3,56.1027,9000,1,1621546055.609838,gretel,4,0.1,0.3,100,546.4796254634857,0.001,0,1,32,2021-05-14T20:12:47,gretel
,9.422422422422422,avg_ppincimp,56.1027,9000,1,1621546055.609838,gretel,4,0.1,0.3,100,546.4796254634857,0.001,0,1,32,2021-05-14T20:12:47,gretel
,0.9807138384470883,avg_insured,56.1027,9000,1,1621546055.609838,gretel,4,0.1,0.3,100,546.4796254634857,0.001,0,1,32,2021-05-14T20:12:47,gretel
,2.839515857895327,avg_ppeducat,56.1027,9000,1,1621546055.609838,gretel,4,0.1,0.3,100,546.4796254634857,0.001,0,1,32,2021-05-14T20:12:47,gretel
