result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,dp_l2_norm_clip,dp_noise_multiplier,epochs,generate_time,learning_rate,num_of_runs,predict_batch_size,rnn_units,timestamp,validator
,7370,sum_insured,-1,8000,1,1621546055.609838,,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,24457,sum_ppeducat,-1,8000,1,1621546055.609838,,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,8000,count_q1,-1,8000,1,1621546055.609838,,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,8000,count_q2,-1,8000,1,1621546055.609838,,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,8000,count_q3,-1,8000,1,1621546055.609838,,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,8000,count_ppincimp,-1,8000,1,1621546055.609838,,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,8000,count_insured,-1,8000,1,1621546055.609838,,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,8000,count_ppeducat,-1,8000,1,1621546055.609838,,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,2.536375,avg_q1,-1,8000,1,1621546055.609838,,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,4.146625,avg_q2,-1,8000,1,1621546055.609838,,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,4.07525,avg_q3,-1,8000,1,1621546055.609838,,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,13.10975,avg_ppincimp,-1,8000,1,1621546055.609838,,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,0.92125,avg_insured,-1,8000,1,1621546055.609838,,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,3.057125,avg_ppeducat,-1,8000,1,1621546055.609838,,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
"1.0,2.0,3.0,4.0,5.0","1750,2768,2192,930,317",histogram_q1,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
"0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,18.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,30.0","3375,643,1472,1223,310,397,63,92,51,15,116,4,16,15,6,21,1,60,5,5,4,2,17,2,3,2,53",histogram_q2,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
"0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,30.0","5292,401,586,497,114,400,28,71,23,11,153,9,8,11,3,14,2,2,2,111,5,3,4,1,15,1,1,67",histogram_q3,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
"1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0","492,883,758,776,81,210,183,180,98,220,1076,708,697,560,209,217,200,225,92,26,100",histogram_ppincimp,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
"0.0,1.0","165,6934",histogram_insured,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
"1.0,2.0,3.0,4.0","1976,1734,1503,2648",histogram_ppeducat,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,19167.0,sum_q1,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,17813.0,sum_q2,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,13637.0,sum_q3,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,70762.0,sum_ppincimp,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,6934.0,sum_insured,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,20545.0,sum_ppeducat,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,8000,count_q1,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,8000,count_q2,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,8000,count_q3,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,8000,count_ppincimp,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,8000,count_insured,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,8000,count_ppeducat,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,2.4088224205102424,avg_q1,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,2.2341653079142105,avg_q2,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,1.7405232929164007,avg_q3,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,8.85521211362783,avg_ppincimp,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,0.976757289759121,avg_insured,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
,2.6135351736420303,avg_ppeducat,58.64,8000,1,1621546055.609838,gretel,4,0.1,0.3,100,475.9581723213196,0.001,0,1,32,2021-05-14T19:55:01,gretel
