result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,dp_l2_norm_clip,dp_noise_multiplier,epochs,generate_time,learning_rate,num_of_runs,predict_batch_size,rnn_units,timestamp,validator
,6000,count_ppeducat,-1,6000,1,1621546055.609838,,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,2.5258333333333334,avg_q1,-1,6000,1,1621546055.609838,,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,3.9815,avg_q2,-1,6000,1,1621546055.609838,,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,3.7471666666666668,avg_q3,-1,6000,1,1621546055.609838,,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,13.35,avg_ppincimp,-1,6000,1,1621546055.609838,,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,0.9245,avg_insured,-1,6000,1,1621546055.609838,,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,3.0636666666666668,avg_ppeducat,-1,6000,1,1621546055.609838,,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
"1.0,2.0,3.0,4.0,5.0","1236,2085,1656,590,327",histogram_q1,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
"0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,20.0,21.0,22.0,23.0,24.0,25.0,27.0,28.0,30.0","2630,443,1076,865,158,343,77,65,39,17,65,8,14,16,5,6,1,3,3,53,6,2,8,2,8,1,2,24",histogram_q2,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
"0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,17.0,18.0,20.0,21.0,22.0,23.0,25.0,27.0,28.0,30.0","3764,287,575,339,69,308,38,31,19,4,90,9,5,5,2,8,1,1,61,7,2,7,8,1,3,47",histogram_q3,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
"1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0","303,786,772,872,88,127,109,91,64,162,599,566,509,363,126,113,57,74,53,27,118",histogram_ppincimp,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
"0.0,1.0","105,5161",histogram_insured,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
"1.0,2.0,3.0,4.0","2093,1084,1055,1615",histogram_ppeducat,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,14369.0,sum_q1,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,12779.0,sum_q2,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,9503.0,sum_q3,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,47672.0,sum_ppincimp,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,5161.0,sum_insured,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,13886.0,sum_ppeducat,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,6000,count_q1,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,6000,count_q2,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,6000,count_q3,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,6000,count_ppincimp,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,6000,count_insured,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,6000,count_ppeducat,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,2.4379029521547335,avg_q1,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,2.1513468013468016,avg_q2,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,1.6698295554384115,avg_q3,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,7.973239672185985,avg_ppincimp,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,0.9800607671857197,avg_insured,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
,2.374893107576535,avg_ppeducat,65.77,6000,1,1621546055.609838,gretel,4,0.1,0.3,100,409.8644115924835,0.001,0,1,32,2021-05-14T19:38:58,gretel
