result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,dp_l2_norm_clip,dp_noise_multiplier,epochs,generate_time,learning_rate,num_of_runs,predict_batch_size,rnn_units,timestamp,validator
,7836,sum_insured,-1,8500,1,1621546055.609838,,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,26038,sum_ppeducat,-1,8500,1,1621546055.609838,,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,8500,count_q1,-1,8500,1,1621546055.609838,,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,8500,count_q2,-1,8500,1,1621546055.609838,,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,8500,count_q3,-1,8500,1,1621546055.609838,,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,8500,count_ppincimp,-1,8500,1,1621546055.609838,,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,8500,count_insured,-1,8500,1,1621546055.609838,,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,8500,count_ppeducat,-1,8500,1,1621546055.609838,,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,2.533529411764706,avg_q1,-1,8500,1,1621546055.609838,,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,4.186588235294118,avg_q2,-1,8500,1,1621546055.609838,,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,4.134470588235294,avg_q3,-1,8500,1,1621546055.609838,,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,13.072117647058823,avg_ppincimp,-1,8500,1,1621546055.609838,,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,0.9218823529411765,avg_insured,-1,8500,1,1621546055.609838,,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,3.0632941176470587,avg_ppeducat,-1,8500,1,1621546055.609838,,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
"1.0,2.0,3.0,4.0,5.0","1815,2790,2447,1078,315",histogram_q1,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
"0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,30.0","3520,619,1646,1252,322,398,89,95,55,11,188,10,23,17,7,33,3,2,4,1,83,1,9,12,1,20,4,2,2,35",histogram_q2,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
"0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,30.0","5164,386,858,645,156,442,41,51,19,6,225,7,15,15,3,43,4,3,2,1,151,9,7,5,1,19,1,121",histogram_q3,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
"1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0","410,796,688,672,101,197,103,157,129,371,959,960,767,547,350,397,219,246,181,65,176",histogram_ppincimp,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
"0.0,1.0","205,7345",histogram_insured,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
"1.0,2.0,3.0,4.0","1576,1887,1978,2921",histogram_ppeducat,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,20623.0,sum_q1,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,19879.0,sum_q2,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,18872.0,sum_q3,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,83175.0,sum_ppincimp,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,7345.0,sum_insured,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,22968.0,sum_ppeducat,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,8500,count_q1,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,8500,count_q2,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,8500,count_q3,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,8500,count_ppincimp,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,8500,count_insured,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,8500,count_ppeducat,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,2.4420367081113086,avg_q1,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,2.3486531190926274,avg_q2,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,2.2466666666666666,avg_q3,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,9.79566599929337,avg_ppincimp,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,0.9728476821192052,avg_insured,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
,2.7467113130829945,avg_ppeducat,57.30699,8500,1,1621546055.609838,gretel,4,0.1,0.3,100,519.1012587547302,0.001,0,1,32,2021-05-14T20:03:40,gretel
