result_bin,result,query,epsilon,dataset_size,number_of_runs,test_start_time,tool,batch_size,dp_l2_norm_clip,dp_noise_multiplier,epochs,generate_time,learning_rate,num_of_runs,predict_batch_size,rnn_units,timestamp,validator
,4000,count_q3,-1,4000,1,1621546055.609838,,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,4000,count_ppincimp,-1,4000,1,1621546055.609838,,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,4000,count_insured,-1,4000,1,1621546055.609838,,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,4000,count_ppeducat,-1,4000,1,1621546055.609838,,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,2.49975,avg_q1,-1,4000,1,1621546055.609838,,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,3.781,avg_q2,-1,4000,1,1621546055.609838,,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,3.47425,avg_q3,-1,4000,1,1621546055.609838,,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,13.67975,avg_ppincimp,-1,4000,1,1621546055.609838,,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,0.93525,avg_insured,-1,4000,1,1621546055.609838,,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,3.124,avg_ppeducat,-1,4000,1,1621546055.609838,,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
"1.0,2.0,3.0,4.0,5.0","992,1172,835,272,101",histogram_q1,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
"0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,29.0,30.0","1384,282,681,463,93,142,43,37,28,22,42,8,12,18,11,1,2,2,2,73,23,31,30,7,18,3,1,1,62",histogram_q2,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
"0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,15.0,18.0,20.0,21.0,22.0,23.0,24.0,25.0,30.0","1949,197,218,162,17,111,6,10,11,8,47,7,5,4,4,1,63,9,6,2,1,4,44",histogram_q3,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
"1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0","905,542,411,316,43,82,79,49,52,51,375,225,205,153,32,43,19,34,19,6,151",histogram_ppincimp,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
"0.0,1.0","27,1824",histogram_insured,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
"1.0,2.0,3.0,4.0","1053,486,464,630",histogram_ppeducat,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,7434.0,sum_q1,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,12138.0,sum_q2,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,5816.0,sum_q3,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,24503.0,sum_ppincimp,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,1824.0,sum_insured,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,5937.0,sum_ppeducat,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,4000,count_q1,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,4000,count_q2,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,4000,count_q3,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,4000,count_ppincimp,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,4000,count_insured,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,4000,count_ppeducat,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,2.204626334519573,avg_q1,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,3.44633730834753,avg_q2,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,2.0152460152460154,avg_q3,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,6.461761603375527,avg_ppincimp,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,0.9854132901134521,avg_insured,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
,2.2548423851120396,avg_ppeducat,74.43,4000,1,1621546055.609838,gretel,4,0.1,0.3,100,502.67766308784485,0.001,0,1,32,2021-05-14T19:23:42,gretel
