batch_size,dataset,dataset_size,epochs,epsilon,generate_time,num_of_runs,score,synthetic_dir,test_start_time,timestamp,tool,noise_multiplier,sample_per_teacher,student_iters,teacher_iters
500.0,parkinson,2000.0,300.0,0.1,8.663905620574951,0.0,0.21958907927923912,smartnoise_dpctgan_0.1_2021-06-05T09:00:26,1622883617.9499516,2021-06-05T09:00:26,smartnoise_dpctgan,,,,
500.0,parkinson,3000.0,300.0,0.1,15.573837757110596,0.0,0.2959810687230277,smartnoise_dpctgan_0.1_2021-06-05T09:01:02,1622883646.6214197,2021-06-05T09:01:02,smartnoise_dpctgan,,,,
500.0,parkinson,4000.0,300.0,0.1,83.41697001457214,0.0,0.38213897334041635,smartnoise_dpctgan_0.1_2021-06-05T09:04:28,1622883785.4787056,2021-06-05T09:04:28,smartnoise_dpctgan,,,,
500.0,parkinson,5000.0,300.0,0.1,25.64898705482483,0.0,0.26106694123319885,smartnoise_dpctgan_0.1_2021-06-05T09:05:51,1622883925.5295918,2021-06-05T09:05:51,smartnoise_dpctgan,,,,
300.0,parkinson,1000.0,300.0,0.25,3.6778295040130615,0.0,0.19325791813289364,smartnoise_dpctgan_0.25_2021-05-17T10:18:37,1621246701.1382108,2021-05-17T10:18:37,smartnoise_dpctgan,,,,
500.0,parkinson,1000.0,300.0,0.25,4.497021913528442,0.0,0.18953442351425315,smartnoise_dpctgan_0.25_2021-05-17T10:18:41,1621246701.1382108,2021-05-17T10:18:41,smartnoise_dpctgan,,,,
300.0,parkinson,2000.0,300.0,0.25,5.390116214752197,0.0,0.27720991970745135,smartnoise_dpctgan_0.25_2021-05-17T10:22:08,1621246701.1382108,2021-05-17T10:22:08,smartnoise_dpctgan,,,,
500.0,parkinson,2000.0,300.0,0.25,5.576418399810791,0.0,0.2754111776658377,smartnoise_dpctgan_0.25_2021-05-17T10:22:14,1621246701.1382108,2021-05-17T10:22:14,smartnoise_dpctgan,,,,
300.0,parkinson,3000.0,300.0,0.25,7.977865934371948,0.0,0.23730164186817596,smartnoise_dpctgan_0.25_2021-05-17T10:26:07,1621246701.1382108,2021-05-17T10:26:07,smartnoise_dpctgan,,,,
500.0,parkinson,3000.0,300.0,0.25,7.630113363265991,0.0,0.19395975651801486,smartnoise_dpctgan_0.25_2021-05-17T10:26:14,1621246701.1382108,2021-05-17T10:26:14,smartnoise_dpctgan,,,,
300.0,parkinson,4000.0,300.0,0.25,11.902409076690674,0.0,0.3160355488047576,smartnoise_dpctgan_0.25_2021-05-17T10:32:21,1621246701.1382108,2021-05-17T10:32:21,smartnoise_dpctgan,,,,
500.0,parkinson,4000.0,300.0,0.25,9.443317174911499,0.0,0.3213787935281446,smartnoise_dpctgan_0.25_2021-05-17T10:32:31,1621246701.1382108,2021-05-17T10:32:31,smartnoise_dpctgan,,,,
300.0,parkinson,5000.0,300.0,0.25,18.470669984817505,0.0,0.22092971711176218,smartnoise_dpctgan_0.25_2021-05-17T10:41:41,1621246701.1382108,2021-05-17T10:41:41,smartnoise_dpctgan,,,,
500.0,parkinson,5000.0,300.0,0.25,12.997146368026733,0.0,0.2960041083457687,smartnoise_dpctgan_0.25_2021-05-17T10:41:54,1621246701.1382108,2021-05-17T10:41:54,smartnoise_dpctgan,,,,
300.0,parkinson,5499.0,300.0,0.25,20.067406177520752,0.0,0.23751552912082005,smartnoise_dpctgan_0.25_2021-05-17T10:54:04,1621246701.1382108,2021-05-17T10:54:04,smartnoise_dpctgan,,,,
500.0,parkinson,5499.0,300.0,0.25,12.352072954177856,0.0,0.209936646786076,smartnoise_dpctgan_0.25_2021-05-17T10:54:16,1621246701.1382108,2021-05-17T10:54:16,smartnoise_dpctgan,,,,
500.0,parkinson,1000.0,300.0,0.25,32.98185062408447,0.0,0.19176184070963034,smartnoise_dpctgan_0.25_2021-06-05T09:07:51,1622884038.9811227,2021-06-05T09:07:51,smartnoise_dpctgan,,,,
500.0,parkinson,2000.0,300.0,0.25,37.86803078651428,0.0,0.2926216942609621,smartnoise_dpctgan_0.25_2021-06-05T09:10:09,1622884171.990754,2021-06-05T09:10:09,smartnoise_dpctgan,,,,
500.0,parkinson,3000.0,300.0,0.25,12.396889448165894,0.0,0.260397186590241,smartnoise_dpctgan_0.25_2021-06-05T09:10:41,1622884229.578231,2021-06-05T09:10:41,smartnoise_dpctgan,,,,
500.0,parkinson,4000.0,300.0,0.25,84.16073870658875,0.0,0.24426494212241615,smartnoise_dpctgan_0.25_2021-06-05T09:14:03,1622884358.9462984,2021-06-05T09:14:03,smartnoise_dpctgan,,,,
500.0,parkinson,5000.0,300.0,0.25,30.39699625968933,0.0,0.23602684837816684,smartnoise_dpctgan_0.25_2021-06-05T09:15:52,1622884521.662413,2021-06-05T09:15:52,smartnoise_dpctgan,,,,
300.0,parkinson,1000.0,300.0,0.5,3.592576503753662,0.0,0.2043427251024906,smartnoise_dpctgan_0.5_2021-05-17T10:18:45,1621246701.1382108,2021-05-17T10:18:45,smartnoise_dpctgan,,,,
500.0,parkinson,1000.0,300.0,0.5,4.450820446014404,0.0,0.19808654586705912,smartnoise_dpctgan_0.5_2021-05-17T10:18:49,1621246701.1382108,2021-05-17T10:18:49,smartnoise_dpctgan,,,,
300.0,parkinson,2000.0,300.0,0.5,6.348467588424683,0.0,0.29397633004518037,smartnoise_dpctgan_0.5_2021-05-17T10:22:20,1621246701.1382108,2021-05-17T10:22:20,smartnoise_dpctgan,,,,
500.0,parkinson,2000.0,300.0,0.5,5.5980939865112305,0.0,0.37950203993968595,smartnoise_dpctgan_0.5_2021-05-17T10:22:26,1621246701.1382108,2021-05-17T10:22:26,smartnoise_dpctgan,,,,
500.0,parkinson,3000.0,300.0,0.5,7.589451789855957,0.0,0.3308959572730502,smartnoise_dpctgan_0.5_2021-05-17T10:26:30,1621246701.1382108,2021-05-17T10:26:30,smartnoise_dpctgan,,,,
500.0,parkinson,4000.0,300.0,0.5,13.721461296081543,0.0,0.19239965085963465,smartnoise_dpctgan_0.5_2021-05-17T10:32:55,1621246701.1382108,2021-05-17T10:32:55,smartnoise_dpctgan,,,,
500.0,parkinson,1000.0,300.0,0.5,32.81968688964844,0.0,0.20982262706490937,smartnoise_dpctgan_0.5_2021-06-05T09:17:57,1622884644.622644,2021-06-05T09:17:57,smartnoise_dpctgan,,,,
500.0,parkinson,2000.0,300.0,0.5,29.21183967590332,0.0,0.37518462317067003,smartnoise_dpctgan_0.5_2021-06-05T09:20:12,1622884782.9902973,2021-06-05T09:20:12,smartnoise_dpctgan,,,,
500.0,parkinson,3000.0,300.0,0.5,18.775795221328735,0.0,0.32383096150098484,smartnoise_dpctgan_0.5_2021-06-05T09:20:51,1622884833.1726632,2021-06-05T09:20:51,smartnoise_dpctgan,,,,
500.0,parkinson,4000.0,300.0,0.5,127.25684666633606,0.0,0.22659697992564742,smartnoise_dpctgan_0.5_2021-06-05T09:25:13,1622884986.087819,2021-06-05T09:25:13,smartnoise_dpctgan,,,,
500.0,parkinson,5000.0,300.0,0.5,297.75695395469666,0.0,0.15900841453519693,smartnoise_dpctgan_0.5_2021-06-05T09:30:37,1622885139.2677908,2021-06-05T09:30:37,smartnoise_dpctgan,,,,
300.0,parkinson,1000.0,300.0,0.75,4.158529758453369,0.0,0.17576313957885323,smartnoise_dpctgan_0.75_2021-05-17T10:18:53,1621246701.1382108,2021-05-17T10:18:53,smartnoise_dpctgan,,,,
500.0,parkinson,1000.0,300.0,0.75,4.608872652053833,0.0,0.18387654847335275,smartnoise_dpctgan_0.75_2021-05-17T10:18:58,1621246701.1382108,2021-05-17T10:18:58,smartnoise_dpctgan,,,,
300.0,parkinson,2000.0,300.0,0.75,6.765969276428223,0.0,0.16534694982172993,smartnoise_dpctgan_0.75_2021-05-17T10:22:33,1621246701.1382108,2021-05-17T10:22:33,smartnoise_dpctgan,,,,
500.0,parkinson,2000.0,300.0,0.75,6.262594938278198,0.0,0.23119928228914607,smartnoise_dpctgan_0.75_2021-05-17T10:22:39,1621246701.1382108,2021-05-17T10:22:39,smartnoise_dpctgan,,,,
500.0,parkinson,1000.0,300.0,0.75,32.8693208694458,0.0,0.20129687802168397,smartnoise_dpctgan_0.75_2021-06-05T09:32:15,1622885503.0189056,2021-06-05T09:32:15,smartnoise_dpctgan,,,,
500.0,parkinson,2000.0,300.0,0.75,59.655423402786255,0.0,0.24146363434891796,smartnoise_dpctgan_0.75_2021-06-05T09:35:06,1622885647.3144355,2021-06-05T09:35:06,smartnoise_dpctgan,,,,
500.0,parkinson,3000.0,300.0,0.75,67.95369815826416,0.0,0.11015278355081878,smartnoise_dpctgan_0.75_2021-06-05T09:36:38,1622885730.6686754,2021-06-05T09:36:38,smartnoise_dpctgan,,,,
500.0,parkinson,4000.0,300.0,0.75,97.67225098609924,0.0,0.21389514177548447,smartnoise_dpctgan_0.75_2021-06-05T09:40:35,1622885938.0008798,2021-06-05T09:40:35,smartnoise_dpctgan,,,,
500.0,parkinson,5000.0,300.0,0.75,1075.417183637619,0.0,0.2520585563260566,smartnoise_dpctgan_0.75_2021-06-05T10:00:30,1622886155.2495685,2021-06-05T10:00:30,smartnoise_dpctgan,,,,
300.0,parkinson,1000.0,300.0,1.0,4.377640008926392,0.0,0.19048212729953953,smartnoise_dpctgan_1.0_2021-05-17T10:19:02,1621246701.1382108,2021-05-17T10:19:02,smartnoise_dpctgan,,,,
500.0,parkinson,1000.0,300.0,1.0,5.718310832977295,0.0,0.1927033044742693,smartnoise_dpctgan_1.0_2021-05-17T10:19:08,1621246701.1382108,2021-05-17T10:19:08,smartnoise_dpctgan,,,,
500.0,parkinson,2000.0,300.0,1.0,6.512727499008179,0.0,0.24611599768816614,smartnoise_dpctgan_1.0_2021-05-17T10:22:53,1621246701.1382108,2021-05-17T10:22:53,smartnoise_dpctgan,,,,
500.0,parkinson,1000.0,300.0,1.0,44.470364570617676,0.0,0.1960160592159237,smartnoise_dpctgan_1.0_2021-06-05T10:01:59,1622887274.8693116,2021-06-05T10:01:59,smartnoise_dpctgan,,,,
500.0,parkinson,2000.0,300.0,1.0,71.15189003944397,0.0,0.18334999403599078,smartnoise_dpctgan_1.0_2021-06-05T10:05:11,1622887440.1004975,2021-06-05T10:05:11,smartnoise_dpctgan,,,,
500.0,parkinson,3000.0,300.0,1.0,166.2856376171112,0.0,0.1647232357413541,smartnoise_dpctgan_1.0_2021-06-05T10:08:22,1622887536.0179732,2021-06-05T10:08:22,smartnoise_dpctgan,,,,
300.0,parkinson,1000.0,300.0,1.25,6.6586737632751465,0.0,0.1549980966152605,smartnoise_dpctgan_1.25_2021-05-17T10:19:15,1621246701.1382108,2021-05-17T10:19:15,smartnoise_dpctgan,,,,
500.0,parkinson,1000.0,300.0,1.25,7.074380159378052,0.0,0.20079766597851623,smartnoise_dpctgan_1.25_2021-05-17T10:19:22,1621246701.1382108,2021-05-17T10:19:22,smartnoise_dpctgan,,,,
300.0,parkinson,4000.0,300.0,1.25,25.688201189041138,0.0,0.16057674046462023,smartnoise_dpctgan_1.25_2021-05-17T10:34:08,1621246701.1382108,2021-05-17T10:34:08,smartnoise_dpctgan,,,,
500.0,parkinson,1000.0,300.0,1.25,36.36844849586487,0.0,0.18260278412541117,smartnoise_dpctgan_1.25_2021-06-05T10:20:13,1622888377.4171567,2021-06-05T10:20:13,smartnoise_dpctgan,,,,
500.0,parkinson,2000.0,300.0,1.25,95.42282485961914,0.0,0.13244345957543147,smartnoise_dpctgan_1.25_2021-06-05T10:22:12,1622888437.08688,2021-06-05T10:22:12,smartnoise_dpctgan,,,,
500.0,parkinson,4000.0,300.0,1.25,374.6542503833771,0.0,0.11084600441020165,smartnoise_dpctgan_1.25_2021-06-05T10:35:01,1622888927.2053723,2021-06-05T10:35:01,smartnoise_dpctgan,,,,
500.0,parkinson,1000.0,300.0,1.5,8.149386644363403,0.0,0.1910716767606894,smartnoise_dpctgan_1.5_2021-05-17T10:19:36,1621246701.1382108,2021-05-17T10:19:36,smartnoise_dpctgan,,,,
300.0,parkinson,2000.0,300.0,1.5,10.252455949783325,0.0,0.12859082802141686,smartnoise_dpctgan_1.5_2021-05-17T10:23:17,1621246701.1382108,2021-05-17T10:23:17,smartnoise_dpctgan,,,,
500.0,parkinson,1000.0,300.0,1.5,73.49989342689514,0.0,0.18396524405409545,smartnoise_dpctgan_1.5_2021-06-05T10:43:37,1622889743.5608253,2021-06-05T10:43:37,smartnoise_dpctgan,,,,
500.0,parkinson,2000.0,300.0,1.5,594.3308057785034,0.0,0.12981195657918082,smartnoise_dpctgan_1.5_2021-06-05T10:55:12,1622889918.6455872,2021-06-05T10:55:12,smartnoise_dpctgan,,,,
500.0,parkinson,4000.0,300.0,1.5,896.3826131820679,0.0,0.13513894756392608,smartnoise_dpctgan_1.5_2021-06-05T11:15:35,1622890838.9690878,2021-06-05T11:15:35,smartnoise_dpctgan,,,,
500.0,parkinson,5000.0,300.0,1.5,409.0247781276703,0.0,0.15178707343420259,smartnoise_dpctgan_1.5_2021-06-05T11:25:27,1622891918.6504571,2021-06-05T11:25:27,smartnoise_dpctgan,,,,
500.0,parkinson,1000.0,300.0,1.75,9.573495388031006,0.0,0.17589337987657902,smartnoise_dpctgan_1.75_2021-05-17T10:19:51,1621246701.1382108,2021-05-17T10:19:51,smartnoise_dpctgan,,,,
300.0,parkinson,5499.0,300.0,1.75,44.920652627944946,0.0,0.16718482204894503,smartnoise_dpctgan_1.75_2021-05-17T10:58:09,1621246701.1382108,2021-05-17T10:58:09,smartnoise_dpctgan,,,,
500.0,parkinson,1000.0,300.0,1.75,85.6033947467804,0.0,0.17635843027465373,smartnoise_dpctgan_1.75_2021-06-05T11:27:56,1622892390.8279068,2021-06-05T11:27:56,smartnoise_dpctgan,,,,
500.0,parkinson,3000.0,300.0,1.75,360.40403842926025,0.0,0.1835049750926187,smartnoise_dpctgan_1.75_2021-06-05T11:40:02,1622892842.4600115,2021-06-05T11:40:02,smartnoise_dpctgan,,,,
500.0,parkinson,4000.0,300.0,1.75,428.44539523124695,0.0,0.15444975155356463,smartnoise_dpctgan_1.75_2021-06-05T11:48:11,1622893263.321458,2021-06-05T11:48:11,smartnoise_dpctgan,,,,
500.0,parkinson,5000.0,300.0,1.75,598.913482427597,0.0,0.13328674521765435,smartnoise_dpctgan_1.75_2021-06-05T12:00:31,1622893832.167389,2021-06-05T12:00:31,smartnoise_dpctgan,,,,
300.0,parkinson,1000.0,300.0,2.0,8.79716420173645,0.0,0.12173623548201741,smartnoise_dpctgan_2.0_2021-05-17T10:20:00,1621246701.1382108,2021-05-17T10:20:00,smartnoise_dpctgan,,,,
500.0,parkinson,1000.0,300.0,2.0,11.824363708496094,0.0,0.17229892535185948,smartnoise_dpctgan_2.0_2021-05-17T10:20:12,1621246701.1382108,2021-05-17T10:20:12,smartnoise_dpctgan,,,,
300.0,parkinson,5499.0,300.0,2.0,51.958245277404785,0.0,0.14707952080507175,smartnoise_dpctgan_2.0_2021-05-17T10:59:24,1621246701.1382108,2021-05-17T10:59:24,smartnoise_dpctgan,,,,
500.0,parkinson,5499.0,300.0,2.0,31.147045850753784,0.0,0.18939425606847676,smartnoise_dpctgan_2.0_2021-05-17T10:59:55,1621246701.1382108,2021-05-17T10:59:55,smartnoise_dpctgan,,,,
500.0,parkinson,1000.0,300.0,2.0,116.6866250038147,0.0,0.15820453719997288,smartnoise_dpctgan_2.0_2021-06-05T12:04:03,1622894526.6262872,2021-06-05T12:04:03,smartnoise_dpctgan,,,,
500.0,parkinson,2000.0,300.0,2.0,578.8849494457245,0.0,0.12259259388595316,smartnoise_dpctgan_2.0_2021-06-05T12:15:08,1622894729.9192395,2021-06-05T12:15:08,smartnoise_dpctgan,,,,
500.0,parkinson,4000.0,300.0,2.0,759.7550718784332,0.0,0.20758232812254218,smartnoise_dpctgan_2.0_2021-06-05T12:37:11,1622895871.25741,2021-06-05T12:37:11,smartnoise_dpctgan,,,,
500.0,parkinson,5000.0,300.0,2.0,790.5605156421661,0.0,0.13039550334346953,smartnoise_dpctgan_2.0_2021-06-05T12:53:39,1622896828.6824455,2021-06-05T12:53:39,smartnoise_dpctgan,,,,
300.0,parkinson,4000.0,300.0,2.25,37.72448658943176,0.0,0.13394840256967758,smartnoise_dpctgan_2.25_2021-05-17T10:36:58,1621246701.1382108,2021-05-17T10:36:58,smartnoise_dpctgan,,,,
300.0,parkinson,5000.0,300.0,2.25,52.187838315963745,0.0,0.1359791149773849,smartnoise_dpctgan_2.25_2021-05-17T10:47:34,1621246701.1382108,2021-05-17T10:47:34,smartnoise_dpctgan,,,,
300.0,parkinson,5499.0,300.0,2.25,59.9033362865448,0.0,0.1501755733743169,smartnoise_dpctgan_2.25_2021-05-17T11:00:55,1621246701.1382108,2021-05-17T11:00:55,smartnoise_dpctgan,,,,
500.0,parkinson,1000.0,300.0,2.25,63.71370077133179,0.0,0.1715757324176932,smartnoise_dpctgan_2.25_2021-06-05T12:56:25,1622897721.8923063,2021-06-05T12:56:25,smartnoise_dpctgan,,,,
500.0,parkinson,2000.0,300.0,2.25,781.6455917358398,0.0,0.14591022876624749,smartnoise_dpctgan_2.25_2021-06-05T13:12:52,1622897990.9817815,2021-06-05T13:12:52,smartnoise_dpctgan,,,,
300.0,parkinson,5499.0,300.0,2.5,72.37101244926453,0.0,0.10684860851176667,smartnoise_dpctgan_2.5_2021-05-17T11:02:38,1621246701.1382108,2021-05-17T11:02:38,smartnoise_dpctgan,,,,
500.0,parkinson,5499.0,300.0,2.5,35.71372437477112,0.0,0.1865128138167525,smartnoise_dpctgan_2.5_2021-05-17T11:03:14,1621246701.1382108,2021-05-17T11:03:14,smartnoise_dpctgan,,,,
500.0,parkinson,1000.0,300.0,2.5,143.09550595283508,0.0,0.1645856519362267,smartnoise_dpctgan_2.5_2021-06-05T13:55:13,1622901170.4296548,2021-06-05T13:55:13,smartnoise_dpctgan,,,,
300.0,parkinson,5000.0,300.0,2.75,69.18691778182983,0.0,0.11656182331643601,smartnoise_dpctgan_2.75_2021-05-17T10:50:40,1621246701.1382108,2021-05-17T10:50:40,smartnoise_dpctgan,,,,
500.0,parkinson,1000.0,300.0,2.75,118.97471904754639,0.0,0.1351770581074779,smartnoise_dpctgan_2.75_2021-06-05T14:50:19,1622904500.889275,2021-06-05T14:50:19,smartnoise_dpctgan,,,,
500.0,parkinson,2000.0,300.0,2.75,203.35697507858276,0.0,0.13690388900035244,smartnoise_dpctgan_2.75_2021-06-05T14:56:02,1622904758.7051644,2021-06-05T14:56:02,smartnoise_dpctgan,,,,
500.0,parkinson,5000.0,300.0,2.75,1338.5434477329254,0.0,0.2644143319229573,smartnoise_dpctgan_2.75_2021-06-05T15:52:27,1622907009.2844012,2021-06-05T15:52:27,smartnoise_dpctgan,,,,
300.0,parkinson,3000.0,300.0,3.0,35.29609751701355,0.0,0.24836292197261003,smartnoise_dpctgan_3.0_2021-05-17T10:31:25,1621246701.1382108,2021-05-17T10:31:25,smartnoise_dpctgan,,,,
500.0,parkinson,3000.0,300.0,3.0,22.58455204963684,0.0,0.16507817942769487,smartnoise_dpctgan_3.0_2021-05-17T10:31:48,1621246701.1382108,2021-05-17T10:31:48,smartnoise_dpctgan,,,,
300.0,parkinson,4000.0,300.0,3.0,55.9906849861145,0.0,0.06740163142756869,smartnoise_dpctgan_3.0_2021-05-17T10:40:29,1621246701.1382108,2021-05-17T10:40:29,smartnoise_dpctgan,,,,
300.0,parkinson,5000.0,300.0,3.0,80.21620321273804,0.0,0.12005701958696388,smartnoise_dpctgan_3.0_2021-05-17T10:52:34,1621246701.1382108,2021-05-17T10:52:34,smartnoise_dpctgan,,,,
500.0,parkinson,5000.0,300.0,3.0,39.028581619262695,0.0,0.19082612515868946,smartnoise_dpctgan_3.0_2021-05-17T10:53:13,1621246701.1382108,2021-05-17T10:53:13,smartnoise_dpctgan,,,,
300.0,parkinson,1000.0,300.0,3.0,564.2149205207825,0.0,0.13619417108163084,smartnoise_dpctgan_3.0_2021-05-23T19:30:08,1621797644.425956,2021-05-23T19:30:08,smartnoise_dpctgan,,,,
500.0,parkinson,1000.0,300.0,3.0,117.97912907600403,0.0,0.14585760422235958,smartnoise_dpctgan_3.0_2021-06-05T15:57:16,1622908518.2216961,2021-06-05T15:57:16,smartnoise_dpctgan,,,,
500.0,parkinson,2000.0,300.0,3.0,298.45492601394653,0.0,0.1553789956302831,smartnoise_dpctgan_3.0_2021-06-05T16:05:26,1622908828.3136742,2021-06-05T16:05:26,smartnoise_dpctgan,,,,
500.0,parkinson,4000.0,300.0,3.0,1374.3903324604034,0.0,0.11697655347002428,smartnoise_dpctgan_3.0_2021-06-05T16:45:24,1622910149.89838,2021-06-05T16:45:24,smartnoise_dpctgan,,,,
500.0,parkinson,5000.0,300.0,3.0,2533.7288858890533,0.0,0.1761947286614775,smartnoise_dpctgan_3.0_2021-06-05T17:32:37,1622911823.5727942,2021-06-05T17:32:37,smartnoise_dpctgan,,,,
300.0,parkinson,1000.0,300.0,0.1,7.694079875946045,0.0,0.18560108027452332,smartnoise_patectgan_0.1_2021-05-15T07:07:12,1621062425.03643,2021-05-15T07:07:12,smartnoise_patectgan,,,,
300.0,parkinson,2000.0,300.0,0.1,5.690155267715454,0.0,0.3375930584622962,smartnoise_patectgan_0.1_2021-05-15T07:10:54,1621062425.03643,2021-05-15T07:10:54,smartnoise_patectgan,,,,
300.0,parkinson,3000.0,300.0,0.1,7.587451219558716,0.0,0.2515647633886721,smartnoise_patectgan_0.1_2021-05-15T07:15:37,1621062425.03643,2021-05-15T07:15:37,smartnoise_patectgan,,,,
300.0,parkinson,4000.0,300.0,0.1,9.716619729995728,0.0,0.276943081540214,smartnoise_patectgan_0.1_2021-05-15T07:21:23,1621062425.03643,2021-05-15T07:21:23,smartnoise_patectgan,,,,
300.0,parkinson,5000.0,300.0,0.1,15.725483417510986,0.0,0.3349615554226197,smartnoise_patectgan_0.1_2021-05-15T07:28:34,1621062425.03643,2021-05-15T07:28:34,smartnoise_patectgan,,,,
500.0,parkinson,5499.0,300.0,0.1,12.161444664001465,0.0,0.34243734875968124,smartnoise_patectgan_0.1_2021-05-15T07:37:03,1621062425.03643,2021-05-15T07:37:03,smartnoise_patectgan,,,,
300.0,parkinson,1000.0,300.0,0.1,4.257119178771973,0.0,0.19119811381518959,smartnoise_patectgan_0.1_2021-06-05T08:58:28,1622883504.1659763,2021-06-05T08:58:28,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,1000.0,300.0,0.1,4.3680126667022705,0.0,0.2043472401548991,smartnoise_patectgan_0.1_2021-06-05T08:58:32,1622883504.1659763,2021-06-05T08:58:32,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,1000.0,300.0,0.1,4.314499378204346,0.0,0.19536223910081169,smartnoise_patectgan_0.1_2021-06-05T08:58:57,1622883533.2238092,2021-06-05T08:58:57,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,2000.0,300.0,0.1,26.368387937545776,0.0,0.3242212429525195,smartnoise_patectgan_0.1_2021-06-05T09:00:10,1622883584.353068,2021-06-05T09:00:10,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,3000.0,300.0,0.1,9.180249691009521,0.0,0.286158927627184,smartnoise_patectgan_0.1_2021-06-05T09:00:39,1622883630.206641,2021-06-05T09:00:39,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,4000.0,300.0,0.1,61.34331130981445,0.0,0.3284644370865625,smartnoise_patectgan_0.1_2021-06-05T09:02:23,1622883681.866624,2021-06-05T09:02:23,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,5000.0,300.0,0.1,28.250988483428955,0.0,0.36216925697341495,smartnoise_patectgan_0.1_2021-06-05T09:05:18,1622883890.0261233,2021-06-05T09:05:18,smartnoise_patectgan,0.001,1000.0,5.0,5.0
500.0,parkinson,1000.0,300.0,0.25,3.7718095779418945,0.0,0.2029519330900509,smartnoise_patectgan_0.25_2021-05-15T07:07:24,1621062425.03643,2021-05-15T07:07:24,smartnoise_patectgan,,,,
300.0,parkinson,2000.0,300.0,0.25,5.731795787811279,0.0,0.33796147684229505,smartnoise_patectgan_0.25_2021-05-15T07:11:05,1621062425.03643,2021-05-15T07:11:05,smartnoise_patectgan,,,,
300.0,parkinson,3000.0,300.0,0.25,7.846987724304199,0.0,0.34127308381179605,smartnoise_patectgan_0.25_2021-05-15T07:15:52,1621062425.03643,2021-05-15T07:15:52,smartnoise_patectgan,,,,
500.0,parkinson,4000.0,300.0,0.25,9.52200984954834,0.0,0.3077553533470754,smartnoise_patectgan_0.25_2021-05-15T07:21:52,1621062425.03643,2021-05-15T07:21:52,smartnoise_patectgan,,,,
